basDt,srtnCd,isinCd,itmsNm,mrktCtg,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgStCnt,mrktTotAmt
20250616,003780,KR7003780004,진양산업,KOSPI,5870,60,1.03,5800,5890,5720,175766,1019625890,13000000,76310000000
20250616,003800,KR7003800000,에이스침대,KOSDAQ,29600,850,2.96,28700,29900,28500,8772,255312750,11090000,328264000000
20250616,003830,KR7003830007,대한화섬,KOSPI,147400,100,.07,146100,148700,145700,117,17177400,1328000,195747200000
20250616,003850,KR7003850005,보령,KOSPI,8460,-50,-.59,8510,8530,8360,66738,562243560,85787207,725759771220
20250616,003920,KR7003920006,남양유업,KOSPI,69200,200,.29,69000,69400,68000,9461,650679300,6131346,424289143200
20250616,003925,KR7003921004,남양유업우,KOSPI,44650,250,.56,44350,44800,43050,8744,382533475,2000000,89300000000
20250616,003960,KR7003960002,사조대림,KOSPI,42450,950,2.29,40950,42550,40800,30792,1287894600,9164467,389031624150
20250616,004000,KR7004000006,롯데정밀화학,KOSPI,38200,50,.13,38300,38350,37300,34357,1298018075,25800000,985560000000
20250616,004020,KR7004020004,현대제철,KOSPI,29650,300,1.02,29100,29650,28800,348500,10224826275,133445785,3956667525250
20250616,004060,KR7004060000,SG세계물산,KOSPI,341,5,1.49,333,342,332,364123,123261237,202424960,69026911360
20250616,004080,KR7004080008,신흥,KOSPI,14600,40,.27,14560,14600,14500,2900,42200240,9500000,138700000000
20250616,004090,KR7004090007,한국석유,KOSPI,19490,2330,13.58,20550,21450,18580,3160068,62813090135,12694120,247408398800
20250616,004100,KR7004100004,태양금속,KOSPI,2730,45,1.68,2685,2755,2645,526485,1426062834,36700000,100191000000
20250616,004105,KR7004101002,태양금속우,KOSPI,3745,10,.27,3700,3855,3665,64607,244231206,3300000,12358500000
20250616,004140,KR7004140000,동방,KOSPI,2695,-20,-.74,2730,2730,2610,1216385,3227276703,47971766,129283909370
20250616,004150,KR7004150009,한솔홀딩스,KOSPI,3225,70,2.22,3155,3265,3110,296277,949168521,41026620,132310849500
20250616,004170,KR7004170007,신세계,KOSPI,170600,-900,-.52,173400,173400,169200,27338,4659467450,9645181,1645467878600
20250616,004250,KR7004250007,NPC,KOSPI,4575,5,.11,4570,4650,4555,25783,118129445,36720000,167994000000
20250616,004255,KR7004251005,NPC우,KOSPI,2625,5,.19,2620,2635,2580,23875,62282190,5280000,13860000000
20250616,004270,KR7004270005,남성,KOSPI,1107,16,1.47,1085,1107,1080,58378,63587408,36212160,40086861120
20250616,004310,KR7004310009,현대약품,KOSPI,3495,10,.29,3480,3505,3425,117013,405050630,32000000,111840000000
20250616,004360,KR7004360004,세방,KOSPI,15140,710,4.92,14310,15140,14190,113759,1693676785,19308690,292333566600
20250616,004365,KR7004361002,세방우,KOSPI,9740,570,6.22,9190,9770,8940,37152,351915870,3689250,35933295000
20250616,004370,KR7004370003,농심,KOSPI,396500,4500,1.15,389000,397000,389000,37998,14995135000,6082642,2411767553000
20250616,004380,KR7004380002,삼익THK,KOSPI,9960,0,0,0,0,0,0,0,21000000,209160000000
20250616,004410,KR7004410007,서울식품,KOSPI,160,-1,-.62,160,162,157,1955186,311585048,374755559,59960889440
20250616,004415,KR7004411005,서울식품우,KOSPI,1242,16,1.31,1230,1242,1230,8225,10149982,2224500,2762829000
20250616,004430,KR7004430005,송원산업,KOSPI,12570,250,2.03,12420,12570,12050,24086,300166755,24000000,301680000000
20250616,004440,KR7004440004,삼일씨엔에스,KOSPI,5260,190,3.75,5070,5280,5020,87431,452772340,12731947,66970041220
20250616,004450,KR7004450003,삼화왕관,KOSPI,36050,50,.14,36700,36700,35300,235,8401950,2154379,77665362950
20250616,004490,KR7004490009,세방전지,KOSPI,69700,1900,2.8,67700,70000,67400,33482,2303468800,14000000,975800000000
20250616,004540,KR7004540001,깨끗한나라,KOSPI,2140,-20,-.93,2190,2190,2105,121200,259261025,37240693,79695083020
20250616,004545,KR7004541009,깨끗한나라우,KOSPI,11980,100,.84,12100,12100,11750,1563,18418360,366160,4386596800
20250616,004560,KR7004560009,현대비앤지스틸,KOSPI,12420,-20,-.16,12480,12540,12200,40889,506530300,15078811,187278832620
20250616,004590,KR7004590006,한국가구,KOSDAQ,5270,110,2.13,5160,5320,5130,103933,544764650,15000000,79050000000
20250616,004650,KR7004650008,창해에탄올,KOSDAQ,9940,50,.51,9880,9950,9800,21746,215063965,9190885,91357396900
20250616,004690,KR7004690004,삼천리,KOSPI,141200,7000,5.22,134000,141200,133300,40105,5548678500,4055025,572569530000
20250616,004700,KR7004700001,조광피혁,KOSPI,62900,900,1.45,61100,62900,60100,6844,423103200,6649138,418230780200
20250616,004710,KR7004710000,한솔테크닉스,KOSPI,5300,100,1.92,5160,5400,5130,76411,400211640,32109878,170182353400
20250616,004720,KR7004720009,팜젠사이언스,KOSPI,4450,110,2.53,4345,4460,4300,85998,377572035,18201304,80995802800
20250616,004770,KR7004770004,써니전자,KOSPI,1682,-8,-.47,1676,1705,1662,320488,540556395,36702884,61734250888
20250616,004780,KR7004780003,대륙제관,KOSDAQ,3870,-15,-.39,3885,3895,3835,15155,58410320,15903199,61545380130
20250616,004800,KR7004800009,효성,KOSPI,67900,3300,5.11,63900,68500,63700,91825,6134705450,16740407,1136673635300
20250616,004830,KR7004830006,덕성,KOSPI,6210,-20,-.32,6170,6270,6130,216481,1337296730,15680000,97372800000
20250616,004835,KR7004831004,덕성우,KOSPI,8470,-60,-.7,8280,8530,8250,25752,214560590,1392000,11790240000
20250616,004840,KR7004840005,DRB동일,KOSPI,5120,130,2.61,4990,5190,4800,46910,235453120,19930000,102041600000
20250616,004870,KR7004870002,티웨이홀딩스,KOSPI,660,-10,-1.49,665,670,630,808407,528716700,113163494,74687906040
20250616,004890,KR7004890000,동일산업,KOSPI,46000,-750,-1.6,46350,46350,45900,926,42646150,2425215,111559890000
20250616,004910,KR7004910006,조광페인트,KOSPI,5580,10,.18,5570,5610,5500,37410,207791780,12800000,71424000000
20250616,004920,KR7004920005,씨아이테크,KOSPI,1360,-39,-2.79,1450,1461,1360,99448,137961952,50065793,68089478480
20250616,004960,KR7004960001,한신공영,KOSPI,8830,240,2.79,8590,8910,8480,46892,410700855,11570702,102169298660
20250616,004970,KR7004970000,신라교역,KOSPI,10050,200,2.03,9780,10070,9750,35722,354362380,16000000,160800000000
20250616,004980,KR7004980009,성신양회,KOSPI,9260,170,1.87,9050,9290,8990,179237,1642857985,24516073,227018835980
20250616,004985,KR7004981007,성신양회우,KOSPI,12240,170,1.41,11980,12250,11940,11951,144845720,735645,9004294800
20250616,004990,KR7004990008,롯데지주,KOSPI,29800,600,2.05,29000,30000,28850,558127,16419800575,104909237,3126295262600
20250616,00499K,KR700499K014,롯데지주우,KOSPI,35400,300,.85,35100,35400,33000,4936,169295350,805603,28518346200
20250616,005010,KR7005010004,휴스틸,KOSPI,5180,100,1.97,5040,5220,5010,902345,4654042875,56188075,291054228500
20250616,005030,KR7005030002,부산주공,KOSPI,486,0,0,0,0,0,0,0,78782988,38288532168
20250616,005070,KR7005070008,코스모신소재,KOSPI,32100,-1400,-4.18,33000,33400,31900,319825,10310125050,32510756,1043595267600
20250616,005090,KR7005090006,SGC에너지,KOSPI,24750,-250,-1,24850,25100,24450,28241,698957850,14409333,356630991750
20250616,005110,KR7005110002,한창,KOSPI,1254,0,0,0,0,0,0,0,18606407,23332434378
20250616,005160,KR7005160007,동국산업,KOSDAQ,3740,-95,-2.48,3820,3820,3705,114919,429455873,54244482,202874362680
20250616,005180,KR7005180005,빙그레,KOSPI,84600,700,.83,83700,85000,83400,50071,4218295950,9555703,808412473800
20250616,005250,KR7005250006,녹십자홀딩스,KOSPI,17000,470,2.84,16400,17040,16320,105263,1767104150,47028210,799479570000
20250616,005257,KR7005252002,녹십자홀딩스2우,KOSPI,44000,-7900,-15.22,48200,48200,44000,25745,1180279450,845990,37223560000
20250616,005290,KR7005290002,동진쎄미켐,KOSDAQ,29850,50,.17,29600,30000,29000,308208,9082604775,51414494,1534722645900
20250616,005300,KR7005300009,롯데칠성,KOSPI,119100,300,.25,119600,119600,116600,25464,3011698100,9278884,1105115084400
20250616,005305,KR7005301007,롯데칠성우,KOSPI,72600,1800,2.54,70800,73500,70200,3677,265505150,775310,56287506000
20250616,005320,KR7005320007,온타이드,KOSPI,504,10,2.02,500,505,495,144439,72159142,67522221,34031199384
20250616,005360,KR7005360003,모나미,KOSPI,2105,-40,-1.86,2145,2155,2090,32411,68422549,18897307,39778831235
20250616,005380,KR7005380001,현대차,KOSPI,201500,2500,1.26,198300,202000,196200,500547,99815975750,204757766,41258689849000
20250616,005385,KR7005381009,현대차우,KOSPI,155900,3700,2.43,152200,156200,151400,148365,22971768200,23340960,3638855664000
20250616,005387,KR7005382007,현대차2우B,KOSPI,157300,4000,2.61,153100,157600,152900,189542,29510627390,34963930,5499826189000
20250616,005389,KR7005383005,현대차3우B,KOSPI,155700,2500,1.63,152400,155900,151200,24908,3842492250,2327452,362384276400
20250616,005390,KR7005390000,신성통상,KOSPI,4075,0,0,4075,4080,4070,558039,2274465152,143708390,585611689250
20250616,005420,KR7005420005,코스모화학,KOSPI,13840,-170,-1.21,14050,14180,13350,124758,1711123485,38408228,531569875520
20250616,005430,KR7005430004,한국공항,KOSPI,54100,800,1.5,52800,55100,51900,12941,691493500,3166355,171299805500
20250616,005440,KR7005440003,현대지에프홀딩스,KOSPI,8290,600,7.8,7750,8350,7750,489547,3968437320,155904301,1292446655290
20250616,005490,KR7005490008,POSCO홀딩스,KOSPI,259000,-5000,-1.89,260500,261000,254000,262336,67287147750,80932952,20961634568000
20250616,005500,KR7005500004,삼진제약,KOSPI,19530,30,.15,19500,19690,19140,70316,1363492910,13900000,271467000000
20250616,005610,KR7005610001,SPC삼립,KOSPI,55200,-600,-1.08,55800,56200,54500,28819,1591373900,8629009,476321296800
20250616,005670,KR7005670005,푸드웰,KOSDAQ,5470,0,0,5470,5470,5370,14503,78627985,10000000,54700000000
20250616,005680,KR7005680004,삼영전자,KOSPI,11500,-30,-.26,11530,11550,11340,37604,430113400,20000000,230000000000
20250616,005690,KR7005690003,파미셀,KOSPI,11330,210,1.89,11170,11460,10650,463592,5194892780,60016964,679992202120
20250616,005710,KR7005710009,대원산업,KOSDAQ,9820,180,1.87,9610,9830,9450,55422,535094460,20037600,196769232000
20250616,005720,KR7005720008,넥센,KOSPI,6200,180,2.99,6020,6250,5910,83012,502337670,53543977,331972657400
20250616,005725,KR7005721006,넥센우,KOSPI,4100,100,2.5,4080,4100,4080,11267,46061125,3600600,14762460000
20250616,005740,KR7005740006,크라운해태홀딩스,KOSPI,8030,360,4.69,7660,8100,7510,154688,1218355110,14847347,119224196410
20250616,005745,KR7005741004,크라운해태홀딩스우,KOSPI,9710,160,1.68,9610,9920,9400,12535,121298320,600726,5833049460
20250616,005750,KR7005750005,대림바스,KOSPI,4080,10,.25,4070,4130,4030,16471,66928255,16672240,68022739200
20250616,005800,KR7005800008,신영와코루,KOSPI,12850,260,2.07,12590,12990,12400,17746,225961980,9000000,115650000000
20250616,005810,KR7005810007,풍산홀딩스,KOSPI,43150,-50,-.12,44500,44500,42200,371732,16056716800,14417292,622106149800
20250616,005820,KR7005820006,원림,KOSPI,16030,480,3.09,15600,16100,15440,5787,91848780,2297970,36836459100
20250616,005830,KR7005830005,DB손해보험,KOSPI,117400,4500,3.99,114400,117400,113300,183074,21263287950,70800000,8311920000000
20250616,005850,KR7005850003,에스엘,KOSPI,31250,200,.64,31100,31350,30300,120674,3727460400,46448520,1451516250000
20250616,005860,KR7005860002,한일사료,KOSDAQ,3950,40,1.02,4275,4275,3910,1886121,7722706193,39403685,155644555750
20250616,005870,KR7005870001,휴니드,KOSPI,10280,-870,-7.8,11210,11250,10100,2272651,23835948790,14116015,145112634200
20250616,005880,KR7005880000,대한해운,KOSPI,1745,-51,-2.84,1830,1835,1710,19756255,34598690169,322747340,563194108300
20250616,005930,KR7005930003,삼성전자,KOSPI,57200,-1100,-1.89,58000,58100,56900,22200872,1270631109015,5919637922,338603289138400
20250616,005935,KR7005931001,삼성전자우,KOSPI,46950,-550,-1.16,47450,47750,46800,1261279,59384021125,815974664,38310010474800
20250616,005940,KR7005940002,NH투자증권,KOSPI,18870,610,3.34,18200,18890,18190,880354,16425911285,324086305,6115508575350
20250616,005945,KR7005941000,NH투자증권우,KOSPI,16380,490,3.08,15800,16380,15750,182595,2940974920,18870968,309106455840
20250616,005950,KR7005950001,이수화학,KOSPI,5350,-70,-1.29,5430,5430,5300,32344,172480010,26294169,140673804150
20250616,005960,KR7005960000,동부건설,KOSPI,5420,100,1.88,5320,5420,5280,37646,201986330,22946663,124370913460
20250616,005965,KR7005961008,동부건설우,KOSPI,19800,-180,-.9,19750,19800,19750,231,4563860,225732,4469493600
20250616,005990,KR7005990007,매일홀딩스,KOSDAQ,11170,130,1.18,11040,11220,10500,12304,136046900,13718304,153233455680
20250616,006040,KR7006040000,동원산업,KOSPI,47400,1100,2.38,46100,47400,45500,47273,2205423650,39624084,1878181581600
20250616,006050,KR7006050009,국영지앤엠,KOSDAQ,1378,0,0,1378,1389,1352,244271,334866672,34895243,48085644854
20250616,006060,KR7006060008,화승인더,KOSPI,4755,100,2.15,4655,4780,4630,184176,867472877,55320000,263046600000
20250616,006090,KR7006090005,사조오양,KOSPI,9600,220,2.35,9380,9620,9350,11705,111605310,9422739,90458294400
20250616,006110,KR7006110001,삼아알미늄,KOSPI,18160,-690,-3.66,18670,18770,18130,85887,1564807245,14711916,267168394560
20250616,006120,KR7006120000,SK디스커버리,KOSPI,54200,2000,3.83,52200,54400,51900,65613,3495370700,18347855,994453741000
20250616,006125,KR7006121008,SK디스커버리우,KOSPI,41100,600,1.48,39800,41250,39750,6824,278901500,1312455,53941900500
20250616,006140,KR7006140008,피제이전자,KOSDAQ,6250,-50,-.79,6240,6380,6120,40961,256194040,15000000,93750000000
20250616,006200,KR7006200000,한국전자홀딩스,KOSPI,768,-11,-1.41,761,779,759,40305,31057222,46803136,35944808448
20250616,006220,KR7006220008,제주은행,KOSPI,10030,210,2.14,9860,10040,9770,127490,1267326140,37798557,379119526710
20250616,006260,KR7006260004,LS,KOSPI,183800,10900,6.3,171300,183800,170900,330285,59606625700,32200000,5918360000000
20250616,006280,KR7006280002,녹십자,KOSPI,131500,-1700,-1.28,131100,133500,129100,36553,4776588450,11686538,1536779747000
20250616,006340,KR7006340004,대원전선,KOSPI,3135,130,4.33,2975,3250,2970,7402545,23349917598,74979175,235059713625
20250616,006345,KR7006341002,대원전선우,KOSPI,4255,215,5.32,4030,4470,3975,236136,1011106210,2621200,11153206000
20250616,006360,KR7006360002,GS건설,KOSPI,23800,800,3.48,22900,23900,22850,596110,14007040525,85581490,2036839462000
20250616,006370,KR7006370001,대구백화점,KOSPI,7150,-430,-5.67,7380,7500,7070,86097,619438920,10821611,77374518650
20250616,006380,KR7006380000,카프로,KOSPI,3660,0,0,0,0,0,0,0,168999996,618539985360
20250616,006390,KR7006390009,한일현대시멘트,KOSPI,17920,150,.84,17760,18150,17340,149918,2649308480,19327672,346351882240
20250616,006400,KR7006400006,삼성SDI,KOSPI,168900,-3200,-1.86,170900,171200,165900,610282,102294283250,80585530,13610896017000
20250616,006405,KR7006401004,삼성SDI우,KOSPI,100600,-400,-.4,100100,100700,99400,10187,1017875550,1617896,162760337600
20250616,006490,KR7006490007,인스코비,KOSPI,1776,-14,-.78,1765,1847,1680,3517151,6211292389,121426522,215653503072
20250616,006570,KR7006570006,대림통상,KOSPI,2740,20,.74,2735,2740,2690,5800,15726270,15225000,41716500000
20250616,006620,KR7006620009,동구바이오제약,KOSDAQ,5580,50,.9,5530,5600,5450,48684,269312310,28464992,158834655360
20250616,006650,KR7006650006,대한유화,KOSPI,83000,-600,-.72,85200,85200,81600,25558,2109815350,6500000,539500000000
20250616,006660,KR7006660005,삼성공조,KOSPI,14630,-170,-1.15,14700,14710,14440,101040,1469842030,8126314,118887973820
20250616,006730,KR7006730006,서부T&D,KOSDAQ,8750,830,10.48,8240,8820,7830,1358900,11671179655,65926923,576860576250
20250616,006740,KR7006740005,영풍제지,KOSPI,1101,-6,-.54,1104,1110,1087,98661,108288828,55907218,61553847018
20250616,006800,KR7006800007,미래에셋증권,KOSPI,19870,810,4.25,19000,19870,18720,2925420,57059541440,570316408,11332187026960
20250616,006805,KR7006801005,미래에셋증권우,KOSPI,8770,560,6.82,8060,8800,8060,425503,3663145910,14075750,123444327500
20250616,00680K,KR700680K019,미래에셋증권2우B,KOSPI,8260,340,4.29,7870,8400,7800,2469719,20216870205,137500000,1135750000000
20250616,006840,KR7006840003,AK홀딩스,KOSPI,11930,480,4.19,11460,11930,11460,9341,109205610,13247561,158043402730
20250616,006880,KR7006880009,신송홀딩스,KOSPI,8220,20,.24,8400,8420,8140,292117,2418491555,11828858,97233212760
20250616,006890,KR7006890008,태경케미컬,KOSPI,11300,-90,-.79,11380,11390,11150,50949,572658435,11600000,131080000000
20250616,006910,KR7006910004,보성파워텍,KOSDAQ,3380,85,2.58,3250,3405,3210,1741940,5795784116,49129824,166058805120
20250616,006920,KR7006920003,모헨즈,KOSDAQ,3040,25,.83,2995,3070,2980,64019,194490171,10920000,33196800000
20250616,006980,KR7006980007,우성,KOSPI,17810,-220,-1.22,17960,18040,17500,4313,76281380,3090000,55032900000
20250616,007070,KR7007070006,GS리테일,KOSPI,16310,20,.12,16510,16590,16120,309265,5029173045,83607415,1363636938650
20250616,007110,KR7007110000,일신석재,KOSPI,2705,20,.74,2645,2730,2590,5120337,13681550965,77456610,209520130050
20250616,007120,KR7007120009,미래아이앤지,KOSPI,1019,-39,-3.69,1058,1079,1005,169521,173426705,28878608,29427301552
20250616,007160,KR7007160005,사조산업,KOSPI,67500,4500,7.14,62400,67500,61500,36374,2363861300,5000000,337500000000
20250616,007210,KR7007210008,벽산,KOSPI,2335,0,0,2345,2345,2270,101499,234771242,66860000,156118100000
20250616,007280,KR7007280001,한국특강,KOSPI,1588,-20,-1.24,1608,1625,1588,28146,45017753,60813311,96571537868
20250616,007310,KR7007310006,오뚜기,KOSPI,394000,-1000,-.25,396500,396500,390000,5280,2069420500,4007830,1579085020000
20250616,007330,KR7007330004,푸른저축은행,KOSDAQ,9370,140,1.52,9230,9450,9060,65580,611388150,15082800,141325836000
20250616,007340,KR7007340003,DN오토모티브,KOSPI,22550,950,4.4,22000,22600,21600,111309,2475405550,58510865,1319420005750
20250616,007370,KR7007370000,진양제약,KOSDAQ,6410,90,1.42,6300,6410,6200,75243,475459185,13039379,83582419390
20250616,007390,KR7007390008,네이처셀,KOSDAQ,28050,-800,-2.77,28550,29000,28000,373611,10622039600,64435056,1807403320800
20250616,007460,KR7007460009,에이프로젠,KOSPI,679,-9,-1.31,685,688,675,1460881,992155885,311826676,211730313004
20250616,007530,KR7007530009,와이엠,KOSDAQ,2370,65,2.82,2310,2370,2275,20423,47560523,22254231,52742527470
20250616,007540,KR7007540008,샘표,KOSPI,47450,1200,2.59,46250,47800,45600,6582,306915650,2875800,136456710000
20250616,007570,KR7007570005,일양약품,KOSPI,13720,950,7.44,12900,13770,12810,291189,3896726300,19085664,261855310080
20250616,007575,KR7007571003,일양약품우,KOSPI,14770,770,5.5,13990,14800,13990,2690,38693020,445080,6573831600
20250616,007590,KR7007590003,동방아그로,KOSPI,6260,-40,-.63,6290,6310,6250,6029,37878230,13617577,85246032020
20250616,007610,KR7007610009,선도전기,KOSPI,3000,0,0,0,0,0,0,0,18000000,54000000000
20250616,007660,KR7007660004,이수페타시스,KOSPI,44300,0,0,43500,44650,42050,1816661,78698686650,73409219,3252028401700
20250616,007680,KR7007680002,대원,KOSDAQ,4615,-90,-1.91,4705,4705,4595,4867,22500855,13446474,62055477510
20250616,007690,KR7007690001,국도화학,KOSPI,34800,250,.72,34700,35000,34100,5691,197277275,9260832,322276953600
20250616,007700,KR7007700008,F&F홀딩스,KOSPI,17390,90,.52,17300,17630,16660,58111,994850880,39114367,680198842130
20250616,007720,KR7007720006,소노스퀘어,KOSDAQ,911,1,.11,910,916,890,306649,277718886,100800450,91829209950
20250616,007770,KR7007770001,한일화학,KOSDAQ,9860,-40,-.4,9900,9900,9740,2068,20277460,3510000,34608600000
20250616,007810,KR7007810005,코리아써키트,KOSPI,10800,-110,-1.01,10630,10840,10560,44815,478288600,23620751,255104110800
20250616,007815,KR7007811003,코리아써우,KOSPI,5900,20,.34,5770,5900,5640,180,1050010,2964690,17491671000
20250616,00781K,KR700781K015,코리아써키트2우B,KOSPI,5400,0,0,5400,5400,5400,103,556200,783699,4231974600
20250616,007820,KR7007820004,에스엠코어,KOSDAQ,3720,-30,-.8,3760,3780,3670,101480,377015340,20033946,74526279120
20250616,007860,KR7007860000,서연,KOSPI,10810,1240,12.96,9530,10950,9430,996343,10388481750,23479844,253817113640
20250616,007980,KR7007980006,TP,KOSPI,1542,-5,-.32,1546,1560,1521,597288,918071333,51175130,78912050460
20250616,008040,KR7008040008,사조동아원,KOSPI,1195,11,.93,1193,1217,1167,1766947,2098766455,141144600,168667797000
20250616,008060,KR7008060006,대덕,KOSPI,7850,70,.9,7720,7890,7680,121617,947843170,33890150,266037677500
20250616,00806K,KR700806K010,대덕1우,KOSPI,8380,40,.48,8340,8430,8110,993,8218620,1212357,10159551660
20250616,008110,KR7008110009,대동전자,KOSPI,15040,0,0,0,0,0,0,0,10490447,157776322880
20250616,008250,KR7008250003,이건산업,KOSPI,5570,-10,-.18,5580,5610,5520,33054,184143780,10952635,61006176950
20250616,008260,KR7008260002,NI스틸,KOSPI,3865,80,2.11,3785,3865,3730,46766,177637923,28600117,110539452205
20250616,008290,KR7008290009,원풍물산,KOSDAQ,502,-13,-2.52,520,525,501,52085,26514073,40693679,20428226858
20250616,008350,KR7008350001,남선알미늄,KOSPI,1238,-12,-.96,1250,1255,1231,600513,744427110,129079090,159799913420
20250616,008355,KR7008351009,남선알미우,KOSPI,12890,-120,-.92,13240,13240,12750,1086,13935760,307890,3968702100
20250616,008370,KR7008370009,원풍,KOSDAQ,4375,5,.11,4370,4400,4355,8336,36382612,12000000,52500000000
20250616,008420,KR7008420002,문배철강,KOSPI,2360,35,1.51,2340,2360,2310,37335,87170979,20503505,48388271800
20250616,008470,KR7008470007,부스타,KOSDAQ,3875,5,.13,3870,3915,3830,13090,50729497,8404800,32568600000
20250616,008490,KR7008490005,서흥,KOSPI,19100,630,3.41,18480,19160,18100,47798,892443970,11569113,220970058300
20250616,008500,KR7008500001,일정실업,KOSPI,14160,320,2.31,13820,14300,12770,21160,285398310,1200000,16992000000
20250616,008600,KR7008600009,윌비스,KOSPI,462,-14,-2.94,467,476,457,473676,220911306,67236039,31063050018
20250616,008700,KR7008700007,아남전자,KOSPI,1473,-2,-.14,1476,1482,1444,340277,499476475,77124820,113604859860
20250616,008730,KR7008730004,율촌화학,KOSPI,31250,850,2.8,30150,31550,29900,84981,2627522375,24800000,775000000000
20250616,008770,KR7008770000,호텔신라,KOSPI,50200,200,.4,50200,50600,49500,116563,5848674125,39248121,1970255674200
20250616,008775,KR7008771008,호텔신라우,KOSPI,46100,150,.33,44700,46450,44000,9409,423101950,751879,34661621900
20250616,008830,KR7008830002,대동기어,KOSDAQ,18810,1110,6.27,17320,20050,17290,1173620,22492432780,8987520,169055251200
20250616,008870,KR7008870008,금비,KOSPI,59300,200,.34,59100,59400,57800,2095,123235100,1000000,59300000000
20250616,008930,KR7008930000,한미사이언스,KOSPI,37800,100,.27,37900,37900,35050,299339,10976661975,68391550,2585200590000
20250616,008970,KR7008970006,동양철관,KOSPI,1609,150,10.28,1472,1650,1454,83838419,133293469762,159323019,256350737571
20250616,009070,KR7009070004,KCTC,KOSPI,4120,-20,-.48,4175,4175,4020,134091,549154150,30000000,123600000000
20250616,009140,KR7009140005,경인전자,KOSPI,20500,200,.99,20400,20550,20100,952,19346000,1570797,32201338500
20250616,009150,KR7009150004,삼성전기,KOSPI,126900,-500,-.39,127200,127300,124000,315381,39649819450,74693696,9478630022400
20250616,009155,KR7009151002,삼성전기우,KOSPI,58700,400,.69,58500,58800,57400,15514,901358350,2906984,170639960800
20250616,009160,KR7009160003,SIMPAC,KOSPI,5020,40,.8,4985,5050,4940,94724,472745855,65429516,328456170320
20250616,009180,KR7009180001,한솔로지스틱스,KOSPI,2320,-15,-.64,2360,2360,2300,86076,199531275,28155825,65321514000
20250616,009190,KR7009190000,대양금속,KOSPI,1744,19,1.1,1760,1760,1708,187220,324096761,43192625,75327938000
20250616,009200,KR7009200007,무림페이퍼,KOSPI,2170,15,.7,2155,2185,2135,112382,242882038,41609310,90292202700
20250616,009240,KR7009240003,한샘,KOSPI,44550,-100,-.22,44700,45200,43900,28026,1243569050,23533928,1048436492400
20250616,009270,KR7009270000,신원,KOSPI,1839,-25,-1.34,1849,1867,1794,3525987,6460811922,104891065,192894668535
20250616,009290,KR7009290008,광동제약,KOSPI,5780,40,.7,5730,5810,5700,14274,82175775,52420851,302992518780
20250616,009300,KR7009300005,삼아제약,KOSDAQ,17540,-180,-1.02,17680,17760,17480,6082,106847440,6370000,111729800000
20250616,009310,KR7009310004,참엔지니어링,KOSPI,1328,-46,-3.35,1415,1415,1325,53534,73311304,16973483,22540785424
20250616,009320,KR7009320003,아진전자부품,KOSPI,1029,-11,-1.06,1053,1053,1020,48133,49594562,49299770,50729463330
20250616,009410,KR7009410002,태영건설,KOSPI,3120,45,1.46,3100,3150,3020,126132,389058334,294467874,918739766880
20250616,009415,KR7009411000,태영건설우,KOSPI,5710,60,1.06,5640,5840,5600,2324,13333380,649974,3711351540
20250616,009420,KR7009420001,한올바이오파마,KOSPI,26050,-200,-.76,26000,26750,25600,153589,3976604175,52240638,1360868619900
20250616,009440,KR7009440009,KC그린홀딩스,KOSPI,756,0,0,0,0,0,0,0,23239141,17568790596
20250616,009450,KR7009450008,경동나비엔,KOSPI,71900,1300,1.84,70800,72200,70500,26510,1895257250,14568592,1047481764800
20250616,009460,KR7009460007,한창제지,KOSPI,746,1,.13,733,749,733,124781,92431188,59667486,44511944556
20250616,009470,KR7009470006,삼화전기,KOSPI,28050,450,1.63,27550,28100,26850,53041,1450052950,6613820,185517651000
20250616,009520,KR7009520008,포스코엠텍,KOSDAQ,11350,-290,-2.49,11590,11600,11180,114240,1285588855,41642703,472644679050
20250616,009540,KR7009540006,HD한국조선해양,KOSPI,367500,17000,4.85,350500,367500,350500,330295,119181143750,70773116,26009120130000
20250616,009580,KR7009580002,무림P&P,KOSPI,2885,25,.87,2900,2915,2840,115126,331990335,62368324,179932614740
20250616,009620,KR7009620006,삼보산업,KOSDAQ,1440,-70,-4.64,1489,1489,1390,588966,835633273,16386091,23595971040
20250616,009680,KR7009680000,모토닉,KOSPI,10750,150,1.42,10500,10750,10420,111986,1187029635,28050000,301537500000
20250616,009730,KR7009730003,이렘,KOSDAQ,869,-17,-1.92,886,890,851,415251,361822326,60940960,52957694240
20250616,009770,KR7009770009,삼정펄프,KOSPI,30150,0,0,30150,30700,29600,9313,280644950,2499971,75374125650
20250616,009780,KR7009780008,엠에스씨,KOSDAQ,10260,1570,18.07,8690,10430,8660,1839519,18273655435,17600000,180576000000
20250616,009810,KR7009810003,플레이그램,KOSPI,368,3,.82,365,379,359,755434,280347532,151887500,55894600000
20250616,009830,KR7009830001,한화솔루션,KOSPI,36450,1050,2.97,36150,36500,35300,2571851,92650533050,171892536,6265482937200
20250616,009835,KR7009831009,한화솔루션우,KOSPI,29750,750,2.59,29700,30000,29200,31563,935088375,2575349,76616632750
20250616,009900,KR7009900002,명신산업,KOSPI,8200,-10,-.12,8170,8240,8020,166617,1351988190,52470133,430255090600
